id,text
52867932,why apple health app inactive data source develop app base health kit and after some time stopped receiving completion block from healthkit health app figure inactive data source and list apps allowed read data despite permission read switched there way fix that because query limit some app blacklist couldn find any documentation about this state
32899686,google fit api history limit trying read the google fit history use the android api but com across annoy limitation seem only able read the past week worth history even though there vastly data accord the google fit app the code using read the data below and yet according logcat there lot empty day any insight into why read before the 23rd writing appreciate
29854990,better way run multiple healthkit sample queries have scenario where need retrieve multiple sets data from healthkit body temperature weight and blood pressure need all before continue processing because they going end pdf naive first approach going run one then the hksamplequery resultshandler call the second then that resultshandler call the third that feel kind don know feels missing something there better way the naive approach reasonable
40300146,efficiently parse hksamplequery results for healthkit ios app use the healthkit framework retrieve user health data want get different data point from healthkit this currently have the call inside the completion handler for the sample query there any way combine the result this process efficiently knowledge this how see code below thank you advance
48701095,how health records adde health app via health kit able read write sample data health app like body mass height weight and read from profile data like age gender blood type etc piece code for request auth and read write method are given below pragma mark helper pragma mark read methods pragma mark write method but find any clue how add record
44971636,there any framework android equivalent apple carekit and researchkit look for any alternative apple carekit and researchkit for android
37936264,how customize apple carekit carekit there being care card and symptom tracker understand how customize carecardviewcontroller and symptomtrackerviewcontroller don want use these view controller but interested using component these view controller there clear documentation explore this source
49771549,raw ecg signals from qardiocore via bluetooth android possible retrieve raw ecg signals programmatically from qardiocore via bluetooth have android device and the android qardio app doesn work for qardiocore wanted know anyone already tried write own app for usage with android and work
29315179,swift ambiguous use uuid with corebluetooth and healthkit creat ios swift app that needs have access corebluetooth order interact with heart rate monitor this works want save the heart rate using healthkit however when import healthkit into the application even separate file get the following error this relation service uuid whilst here only print the line service uuid use other location and give the same error however without healthkit import service uuid work fine have use both healthkit and corebluetooth separately and work but combine the two gives the ambiguity error there way tell which use thank
55438758,fitness startblescan successful but scan stop with band want request sensor data from band use android app real time have some difficulty with this use permission and check that see device via bluetooth default api trying use this example and all the time get onscanstopped and this callback don have some explanation don understand why fail code and onconnected have here also try all this data types this show that scan successful but callback after second get
27633269,rest api for apple health data there any rest api support for health data apple know healthkit api helps send and receive data from apple health data store but very much restrict ios apps what trying achieve utilize the send receive from any other platform like web other apps etc any information solution appreciate
29985672,query healthkit data via rest api possible get data from healthkit the same way you would query regular api with user consent store webapp something like yes where find list available method being there any workaround
35407244,how get daily step count and active calories from google fitness store via fitness rest api use nodej and google official googleapis module unable get any value field from any data source all get response something like
31455225,read user google fit activity through rest calls seen that fitness history api already exist for android but find anything similar for rest service all want get the fitness activities authorized user account get all the walking activity that specific day period there simple way this from web app since the documentation confuse
28189733,synce accelerometer data android wear phone computer possible sync real time data generate sensor such accelerometer gyroscope etc which are fit the smart watch run android wear any phone instantly yes how
30479244,get array blood glucose records from healthkit follow some tutorials healthkit use swift one the tutorial follow how retrieve some data from the healthkit such weight height age the tutorial show how retrieve the most recent record for each them the following code show that then other class the developer pass the parameter get the required most recent record the following code show the method that retrieve the height record created similar method the first one but with few changes get array glucose records then create another method similar updateheight method but course with the necessary change but unfortunately get two errors the line first error second error someone have any idea that solve this problem will thankful and grateful for that thank advance
30285043,nil value blood glucose from healthkit insert some glucose data device health kit app and now try retrieve these inserted data but get this error this the method code use retrieve the glucose data the error break the code execution precisely this line any idea please
25642949,for ios healthkit how save systolic and diastolic blood pressure value here code for save blood pressure data health kit same way for diastolic also but how save both combine single entry health app currently two diffrent entry are save for systolic and diastolic blood pressure health app
29073342,how read ios healthkit blood pressure systolic diastolic using hkobserverquery use the following code read heart rate data automatically use observer query when data available healthkit hksampletype readglucosetype how need read the blood pressure data from health kit use observer query
35006586,how read blood pressure data for healthkit ios have problem trying figure how read blood pressure data healthkit especially since understand how hkcorrelationquery work for blood pressure for objective isn well document the developer website tutorial
51285651,android google fit unable read blood pressure value tried read blood pressure value from google fit using android code but unable read value and return the below log blood pressure log checked google fit and have the entry blood pressure and heart reate and able read the heart rate values heart rate log here full code how resolve this issue any other option read blood pressure data except rest api
33336752,why isn the designated initializer being called according the designated initializer calle however when try get the blood type user without have the permission create but its designate initializer calle the code use obs know that the designated initializer being call because swizzle other method like behave expected why happening miss something should open radar
45046974,how get the most recent weight entry from healthkit data how get the most recent weight entry from healthkit data code return the first weight entry ever recorde possible get only the last entry recorde without specifying date range here code that get the first entry get the weight entry from health kit
40674300,how get and update height healthkit swift trying get and update height from healthkit but get any document for swift there any way get height from healthkit also update height healthkit
29389540,how read the height and weight data that enter the health app our custom app how read the height and weight data value that enter the health app our custom app
56078502,what sections apple health app being available via the apple health url scheme want let user view the weight section apple health app allow them see detailed data etc manage open the health app via the url scheme but send them directly the right place have success after try different path that make some sense anyone have reference this
29548581,access weight data via the google fit rest api for the last month enter weight into google fit now want get data out access the google fit rest api hasn been issue finding weight data amongst the all the accessible data have stumped however any pointer gratefully appreciate
26929699,add read weight and height googlefit android google get this code insert but how insert use android
34545779,read weight with google fit connect google fit and read weight data but not all the data that see google fit web believe that something wrong with datasource but not sure the code for read
20121141,getting start with withings api how connect website and with api send weight value withing api and get body measurement value and where get withing api code need get measurement response from withing whatever user submit bodyweight need reference code for with api and also need step access because didnt use this before advance thank
38937657,calory being recorde for healthkit watch app get any calory activeenergyburned show app and don know why the log prints matter how long run the app for tested the simulator and device per question here the code for save workout data
37117196,being inactive calories google fit wrong with inactive cal google fit talking about basic metabolic rate because the bmr suppose costant but fit give different number inactive cal every day someone explain why pass from depend activity understand why especially because bmr the amount calories you burn without activity relate them what exactly inactive cal and why change day day this happen all the person know thank you advance
32123898,calories expenditure use google fit api work app fitness app for that use google fit api till now successful fetching steps count distance but unable get calorie expenditure thank advance
37820404,google fit api get calory burn per activity trying create app that connect google fit and show the user their data pretty streamlined way and have trouble find the calories the user burn for each individual activity per day get the total calory for the entire day and each activity the user each day but not the calory burn for each activity link github added the java code not any the xml stuff and the google fit code the fittestfragment java paste some key code down below here where connect the google fit api client here where make the datareadrequest for specific information here what output look like for some activity and calory expend
