id,text
21616547,database design for dentist app web app for sister she recently receive her degree odontology having bit struggle with the database design though obviously supposed have appointment table tbl appointment appointments have treatment associate them and those treatment all have different attributes columns thinking have tbl appointment and also tbl treatment not sure how link those table have multiple treatment types with different treatment parameters and save the treatment data relate the appointment what you think would good approach this already have something draw out but definitely doesn seem good end have one table for each treatment type and don think that the best solution edit this wasn clear enough here screenshot how actual look like implement the treatment the periodontogram end with table one for each treatment type want avoid that edit ian kenney get what you suggest right this how the portion the database discussing look like right don pay attention the relation types they all aware use some there but just for the example
12182364,exchange hl-seven message over the internet new using hl-seven currently exchange hl-seven message over tcp with standard hl-seven tcp listener sender this all work fine and doesn pose any problem but host emr create and maintain vpn our server this question this there way that bypass the vpn and exchange hl-seven message over the internet https and from our web services search and search but find any answer one way another and please nothing about hl-seven version because nobody actually seems use customer being all using hl-seven versions have for year and show inclination change
48108329,problem with send data hl-seven server use node just trying make simple hl-seven mllp client using node make some code that create connection with hl-seven server via socket send some data server then wait for some answer for test purpos use hapi testpanel issue when send data use script hapi testpanel testpanel don anwser the testpanel log says that client connect and than nothing when turne debug option testpanel log says that testpanel recieved bytes from client end then nothing else what the wrong with script can anyone help thank you here script here screenshot testpanel log
4304998,when close and reopen socket after hl-seven message sent trying open basic connection hl-seven server where send request and get the ack response this will done continuously this done continuously when close the socket implement this correctly this case close the socket how open again the javadoc for connectionhub indicate the following however real life will open new connection was close result the first pass perfectly with request sent and ack receive any subsequent call this method results the client side remove the call then run fine for certain amount time then the socket close itself
9432876,jax java client wcf service interoperability bad request ask this question the try connect wcf service use the open source health care integration engine mirth mirth java based uses mule internally which use jax the wcf server return http status code bad request don have easy access the wcf server communication with the client works well visual studio add service reference and then main the autogenerated wcf client from the wsdl have app config with endpoint and this bind the only thing done differently the wcf solution extend the maxnametablecharcount and maxarraylength the readerquotas tag for the binding question the rest leave with default value however found set these mirth should this indeed the reason for the error run mirth most recent checkout and the mirth channel set both read and send hl-seven document the problem arise only when trying communicate with the wcf service the destination web service sender with both service and port read from the wsdl there authenthication and the envelope generate from the only available operation use mtom fairly certain that this relate jax and wcf interoperability any general hint tried setting properties jax connection deep the bowels mirth tried setting the http chunk size dispatch getrequestcontext put jaxwsproperties http client streaming chunk size webservicemessagedispatcher java line the stack trace follow
32068133,post xml json fhir api server work medical application base hl-seven fhir trying add new record use xml and json both but all get the internal server error the xml trying post posting this xml api server use php curl but get internal server error try with json too but luck here the json spent days fix this issue but couldn find any solution any help appreciated thanks
11148553,response send from tcp listener create simple tcp listener handle hl-seven message receiv the message correctly and attempting send ack message back the server the other end doesn seem getting the response though you see anything wrong with this set realize needs refactored little right now just trying establish the connection
28031073,send http header from orbeon xform submission have api that depend certain http headers for specific behavior example http header post support updating version matches the value how send these http headers from orbeon xforms submission
15978335,how send mirth http connector using post have mirth instance sending using post method rest service however mirth seems send least one parameter through the url like get have the following option set method post multipart send response none response content header and body xml authentication use persistent queues charset encod utf then have query parameters one which the name file and value message rawdata watch the apache request log and see this attribute value pair come across the url doing get post header content type text plain content literal data use mirth connect server how force this value file come across the post
30208002,hl-seven servers and hl-seven listener develop web service that suppose get hl-seven file from client and parse into xml then push data into database now question what need focus for this requirement hear that usually emr system send hl-seven file through tcp how hl-seven server work need create hl-seven listener this hipaa compliance that hl-seven push server through tcp can any explain all
30405438,message response zombies occurr with errors code and orchestration consider the following message flow biztalk mllp receive ports locations setup receiv hl-seven message one application these port each receive slightly different message type let call this one rp1 another application send port that subscribe each respective receive port these send port each have outbound map that transform the message hl-seven and submit wcf request response service let call this sp1 the wcf service then process and validates the hl-seven and send hl-seven ack message the sp1 send port have custom send and receive pipeline components the receive from the wcf response just take the message and promote certain field which use later for subscription there being then two more send ports sp2 that subscribe positive acks sp3 the negative base the field promote above the positive acks are consume and the negative acks being emailed off support staff the issue that about message see these error message popping followed suspend service instance the group viewer the service name the suspended instance that rp1 the message type the non consumed message that the ack from sp1 the wcf response this weird because mind rp1 should expect this response message and there being send ports sp2 sp3 subscribed the response message type the other point forgot make there being receive port like rp1 each with receive location and send port subscribe their respective receive ports the biztalk server install across physical server shar biztalkmgmtdb messagebox previous this have the same number message feed but was consolidate the sending end one single receive location the old solution have multiple orchestration but experience this issue why now being the wcf hl-seven response message getting lost and being suspend under instance rp1 hl-seven here basic image what look like
27028131,there some fhir test server with continious integration http hl-seven fhir github release want make some proof with new resource commit there some available fhir server for testing thanks advance regard
9539792,ehr intercommunication client researching method for build client interface for exist emr read tons info hl-seven well the various cod scheme but still really clueless for anyone whose work with emr before possible build web interface that use http post and http get requests pull push data the server database would you have separate database for the client say web application then use some interface engine like mirth communicate between the emr database and the web application
24528536,request patient demographics from his via hl-seven work application that connect with his via the hl-seven protocol the connection for synce the patient demographics save application with the his how you request patient information some patient their anytime the documents talk about update trigger the patient demographics change his send the new data there way request the data anytime
