id,text
58551159,how the scu receive dcm images from dicom server with get seen the official pynetdicom documentation but get the proper event handlers for the scu receiv image first create the required dcm file dataset and use the get command which give the dcm file but also specify where image are store the scu need use the move command get images code incomplete sense that event handlers being specified for scu onreceivestore expected the dcm send from the dicom server conquest server case but only recev the dicom tag confirm that this dataset give query the conquest server present want know exactly how receive the images scu use this application entity this the response from the conquest server the conquest server send the file but the scu unable receive
49612024,ignore later patterns python regex previous pattern are found how match series group but later group match all previous group match example match any string abc with each character its own group valid abc invalid the following work but not sure there better way that say that each match optional but depend the group before match that match matches which happen matches help anyone googling this later parsing which have the following format use code build this regex rather than just typ like this return dictionary with all the field miss field have values
39200458,how play 1080p dicom video 30fps have try leadtool sdk play 1080p dicom video 30fps but have problem read image from dicom file taking long time get image from dicom file achieve 30fps frame rate image read within millisecond because milliseconds time between two frame for 30fps frame rate lead tool take more than millisecond read single image frame 1080p therefore achieve 30fps frame rate for 1080p video leadtool read 720p video file without any problem just problem there for 1080p video use below code get image please someone suggest any solution for this somebody know any dicom library than enable play 1080p dicom video 30fps
119684,parse dicom file native python what the simplest and most pythonic way parse dicom file native python implementation without the use non python libraries would much preferred dicom the standard file format digital medical imaging look for more information there being some library that support reading subset dicom file two three them even have python bindings native python parser serve two purpos for need build any external library learn about the dicom file format
50768864,how implement transfer learning niftynet like perform some transfer learning using the niftynet stack dataset labeled images rather small tensorflow this possible can load variety pre train network and directly work with their layer fine tune the network freeze training the intermediate layer and only train the final layer use the output the intermediate layer feature vector feed into another classifier how this niftynet the only mention transfer learning the documentation the source code reference the model zoo but for task image classification there being network available the zoo the resnet architecture seems implement and available use but far tell trained anything yet addition seem the only train network running use the various configuration options the config file none which have option for freezing network the various layer also seem have option enable them trained suppose the questions have being possible port over pre train tensorflow network manually recreate the layer architecture niftynet there way import the weight from pre train network how access the intermediate weight and layers model refer the model zoo where they obtained using but not any arbitrary model aside seem that learning rate constant vary this over time run the network for some number iterations change restart training from the last checkpoint
30814720,dicom and the image position patient trying figure dicom image position absolute coordinate just the coordinate for whatever slice orientation have have two plane sagittal and coronal plane interleaved with respective image positions the form from the dicom header question the coordinate for the sagittal plane the same space the coordinate for the coronal plane being the image position value specific for that plane only the image position referenced off some absolute origin point changed for each specific image orientation many thank
21759013,dicom affine matrix transformation from image space patient space matlab from the nifti header its easy get the affine matrix however the dicom header there being lots entry but its unclear which entry describe the transformation which parameter which new space find which quite detailed but find the entry they refer also that tutorial write for python matlab list these header entries find these load the header with dicominfo maybe they are vendor specific maybe they are nest somewhere the struct also the pixel space they refer consists two value think their tutorial work for single slice transformation more header entry about slice thickness and slicegap neede its also not easy calculate the correct transformation for the coordinate anybody know how find these entry how transform image coordinate patient coordinate with other information from dicom header use matlab
49048428,connect dcm-for-che use dcm-for-che from java program update dug deeper dcm-for-che source code and find that thrown either connection install the types protocol are set don match don know what mean that connection install but this flag set set for both the local and remote connection even check them with whether they are install and yes they being now previously this property and the protocol they weren specified for both connection set them results get the same exception like establish dicom association between and java application use the toolkit the problem that doesn seem any documentation available how use dcm-for-che java application all read dcm-for-che source code and try figure out what its classes and method being for but stick someone already has work example would very helpful far have but don know whether the right path the error get
39687295,python dicom get pixel value from dicom file trying get the pixelvalues dicom file python use the dicom library but returns array with zeros code like this and the result you have any idea how get the values the pixel thank lot advance andras
10193971,rescale slope and rescale intercept have few question about the rescale slope and rescale intercept dicom being they used transfer original data from the scanner hounsfield data set which water and air the image display group how know the rescale slope and the rescale intercept value what the exact meaning the rescale slope and the rescale intercept how being they determined
11132905,how develop dicom web viewer get assignment develop web viewer for dicom images this small demo project that why register dicom image server plann download some sample dicom images from the net and start working them service based approach for medical image distribution healthcare intranets eleni kaldoudi dimosthenis karaiskakis there mention about dim web service get what that service that predefined service provide any third party dicom image server itself develop from the scratch even googled for and get much help from the primary investigation find that need below thing for assignment guess technology for developing run web browser choose silverlight for this few web services send request the server and get response from the server choose wcf for this web server keep some sample dicom images local machine apache tomcat iis server and offcourse language for back end coding net work before and find most suitable for anybody please guide find the exact requirement for assignment what write above sufficient for any idea help appreciated thanks advance update please correct wrong mentioned question developing small demo kind application use local machine dicom image server and that why bother about the security and off course sending get both text and image think xml format with http soap protocol transmission will the best for application bother about security and performance for the time
11700938,how use opendicom net library for dicom process there anyone who use opendicom net library for dicom image pars sample code refer below line where get the files dicom elements dic and dicom uids dic didn get these the website please help
20880303,dicom undefine tag length pixels write some software read dicom file and not sure how deal with tag that undefine length the standard say that the value field have explicit length then the value length field contain value equal the length bytes the value field otherwise the value field undefine length and sequence delimitation item marks the end the value field read value with undefine length continue reading byte until hit sequence delimitation item what happen the value contain series byte that happen equal sequence delimitation item how correctly locate the sequence delimitation item
30474897,there any limit for the data that insert into private dicom tag creat secondary capture dicom file which have many private tags the content file which read binary and insert into private tag and the set the size the dicom file created about once the file saved sending the same pac use dcm-for-che the pacs using store but pacs throw internal error status and store operation fail pacs error log this issue relate the dcm-for-che with the dicom file there any limit for the content that insert into private dicom tag
30478768,protecting protect health information from dicom images new pac and get some clarification about the web base pacs system almost all the articles internet talk about the protected health information phi that associate with dicom image and recommending rip this information before shar the image someone else understand how can done aware that convert the dicom image into png jpeg image the dicom header information remove but wonder what need the original dicom image any time and how create the phi into png image and get dicom have apache web server and mysql database both are install separate ubuntu servers want know how share the patient scan ray images via internet really appreciate someone explain detail and thank you for your time and consideration
38391049,libjpeg and lossless jpeg question regarding dicom standard and libjpeg library the dicom standard there being among others transfer syntax far know this transfer syntax corresponds with jpeg lossles format started researching libjpeg library and find that doesn support lossless jpeg state here also libjpeg documentation there part say however library code compression parameters structure there field what all mean really confused could anyone describe which standards jpeg are support the library furthermore how set parameter for compression compatible with dicom jpeg lossless standard
39548551,read dicom file python simple itk use simple itk for read dicom file but know how show into qlabel how show image1 qlabel
50628958,generalized dice loss none gradient when implement kera trying implement the generalized dice loss implement different convnet write kera backend however when try train the model use this loss function the following error raise this happen with any other loss functions try implement anybody know how address this issue far tell differentiable operators being present the code
10088701,dicom window center window width trying implement the dicom veiwer and think almost done but some image different with matlab check tag then find something these image have two value window center and window width then calculate ymin ymax but the problem this case how calculate this value anyone know how implement this
48094125,how calculate dose length product dlp value looking for dicom tag for dose length product dlp value there such tag how calculate based other tag maybe calculation between scan length and slice thinkness and some others but not sure dlp dose length product mgy
49230866,how read dicom file matlab have dicom file size however when read this file use dicomread command matlab the size the dicom file how fix this
29838626,dicom 3dmpr code java creat dicom viewer javafx almost have done but the problem face 3dmpr guy please help have any code idea for that thank advance
